Polska nazwa,Angielska nazwa,Interakcje,Strona,
Deferoksamina,Deferoxamine,"Pacjenci podczas leczenia deferoksaminą mogą mieć zawroty głowy, zaburzenia widzenia i słuchu. Nie powinno się prowadzić pojazdów i obsługiwać urządzeń mechanicznych w trakcie leczenia.
Deferoksamina wiąże izotop galu (​​67Ga). Kompleks ten usuwany jest szybko z moczem w wyniku czego wyniki obrazowania izotopem mogą zostać zakłócone. Dlatego zaleca się na dwie doby przed wykonaniem scyntygrafii zaprzestać podawania deferoksaminy.
",https://www.doz.pl//leki/w256-Deferoksamina,
Deferypron,Deferiprone,"Zażycie deferypronu po posiłku wydłuża dwukrotnie czas potrzebny do osiagnięcia stężenia maksymalnego leku w surowicy krwi. Badania farmakokinetyczne wykazały zmniejszenie Cmax (stężenia maksymalnego leku) podczas zażycia z pokarmem.
Deferypron powoduje zwiększoną aktywność enzymów wątrobowych.
",https://www.doz.pl//leki/w257-Deferypron,
Defibrotyd,Defibrotide,"Podczas terapii defibrotydem należy unikać spożywania pokarmów i ziół działających przeciwzakrzepowo między innymi czosnku, imbiru, borówki czy szałwii czerwonej (korzeń dan shen).
Miłorząb japoński Ginko biloba nasila przeciwzakrzepowe działanie defibrotydu.
",https://www.doz.pl//leki/w258-Defibrotyd,
Deksametazon,Dexamethasone,"Deksametazon należy zażywać z posiłkiem lub bezpośrednio po posiłku aby zmniejszyć ryzyko uszkodzenia przewodu pokarmowego. Podczas terapii nie należy pić napojów zawierających kofeinę. Wskazane jest zmniejszenie spożywania sodu w diecie i zwiększenie podaży produktów bogatych w potas. Dodatkowo dieta powinna obfitować w wapń i witaminę D, co zmniejszy ryzyko wystąpienia osteoporozy posteroidowej.
Podczas terapii deksametazonem nie należy pić napojów zawierających alkohol.
Terapia deksametazonem może ograniczać reakcje w skórnych testach alergicznych, powodować fałszywie ujemne wyniki testu redukcji błękitu nitrotetrazoliowego (wykrywanie zakażeń bakteryjnych) oraz skutkować pozytywnym wynikiem testu antydopingowego.
",https://www.doz.pl//leki/w261-Deksametazon,
Deksbromfeniramina,Dexbrompheniramin,"Nie zaleca się spożywania alkoholu w trakcie kuracji deksbromfeniraminą, gdyż może on nasilać sedatywne działanie leku.
Należy zrezygnować z preparatów zawierających deksbromfeniraminę  kilka dni przed wykonaniem alergicznych testów skórnych.
",https://www.doz.pl//leki/w262-Deksbromfeniramina,
Deksibuprofen,Dexibuprofen,"Jednoczesne zażywanie deksibuprofenu i nadużywanie alkoholu może prowadzić do częstszego pojawienia się bądź nasilenia objawów niepożądanych ze strony żołądka oraz jelit.
",https://www.doz.pl//leki/w263-Deksibuprofen,
Deksketoprofen,Dexketoprofen,"Deksketoprofen przyjmowany po posiłku ogranicza wystąpienie działań niepożądanych ze strony układu pokarmowego. W wyjątkowych przypadkach  ostrego bólu można go zastosować 30 minut przed posiłkiem, co jednak wiąże się ze zwiększonym ryzykiem działań niepożądanych. 
Ze względu na zwiększone ryzyko krwawień z przewodu pokarmowego, nie należy spożywać alkoholu w trakcie leczenia deksketoprofenem. Mogą również nasilić się inne objawy niepożądane, takie jak osłabienie, zawroty głowy oraz zmęczenie. 
Deksketoprofen przez swoje działanie może maskować objawy chorób zakaźnych. Może również powodować nieprawidłowe wyniki wskaźników wątrobowych. 
",https://www.doz.pl//leki/w264-Deksketoprofen,
Dekslanzoprazol,Dexlansoprazole,"Dekslanzoprazol może powodować objawy wpływające na zdolność prowadzenia pojazdów i obsługiwania maszyn tj. zawroty głowy, zaburzenia widzenia i senność. Zaleca się zachowanie ostrożności podczas terapii dekslanzoprazolem.
Ziele dziurawca (Hypericum perforatum) może zmniejszyć stężenie dekslanzoprazolu w osoczu.
",https://www.doz.pl//leki/w265-Dekslanzoprazol,
Deksmedetomidyna,Dexmedetomidinum,"Przez pewien czas po podaniu deksmedetomidyny pacjent powinien powstrzymać się od picia alkoholu. Czas ten zależy od dawki leku, wieku pacjenta, jego stanu ogólnego, przyjmowanych innych leków. Alkohol nasila działanie sedacyjne deksmedetomidyny.
",https://www.doz.pl//leki/w266-Deksmedetomidyna,
Deksrazoksan,Dexrazoxane,"Deksrazoksan może wywoływać zmęczenie, toteż pacjenci powinni zachować ostrożność podczas prowadzenia pojazdów i obsługi maszyn.
",https://www.doz.pl//leki/w267-Deksrazoksan,
Dekstran,Dextran,"Dekstran nie wywiera wpływu na prowadzenie pojazdów i obsługę maszyn.
Podanie roztworów dekstranu może zakłócać testy diagnostyczne polegające na oznaczaniu grupy krwi i czynnika Rh oraz oznaczanie pH, testy zgodności i próbę krzyżową.
",https://www.doz.pl//leki/w268-Dekstran,
Dekstrometorfan,Dextromethorphan,"Jedzenie nie wpływa  na wchłanianie dekstrometorfanu, stąd też można go zażywać bez względu na posiłek.
Podczas terapii dekstrometorfanem nie należy spożywać naopjów alkoholowych, ponieważ lek nasila hamujące działanie alkoholu na ośrodkowy układ nerwowy.
",https://www.doz.pl//leki/w269-Dekstrometorfan,
Dekwalina,Dequalinium,"Anionowe związki powierzchniowo czynne mogą zmniejszać działanie dekwaliny. Nie zaleca się stosowania środków myjących zawierających te substancje. Należy unikać używania środków plemnikobójczych oraz irygacji pochwy.
",https://www.doz.pl//leki/w270-Dekwalina,
Delamanid,Delamanid,"Delamanid należy przyjmować podczas posiłku.
Ziele dziurawca (Hypericum perforatum) może zmniejszać działanie delamanidu.
",https://www.doz.pl//leki/w271-Delamanid,
Desfluran,Desflurane,"Desfluran jest stosowany w celu indukcji oraz podtrzymywania znieczulenia ogólnego. Po tego typu znieczuleniu zdolność do prowadzenia pojazdów mechanicznych oraz obsługi maszyn może być w znacznym stopniu zaburzona. Z tego względu zaleca się, aby pacjenci po zastosowaniu desfluranu przez 24 godziny nie podejmowali powyższych czynności.
",https://www.doz.pl//leki/w274-Desfluran,
Desloratadyna,Desloratadine,"Należy zachować ostrożność podczas stosowania desloratadyny i alkoholu, gdyż odnotowano przypadki nietolerancji i zatrucia alkoholem, spowodowane jednoczesnym przyjmowaniem tych substancji.
Zaleca się zachowanie ostrożności podczas stosowania desloratadyny u osób z ciężką niewydolnością nerek oraz chorobami wątroby, ze względu na zwiększone stężenie substancji we krwi u tych pacjentów.
",https://www.doz.pl//leki/w275-Desloratadyna,
Desmopresyna,Desmopressin,"Przyjmowanie doustne desmopresyny z posiłkiem opóźnia wchłanianie leku. Przyjmowanie desmopresyny na pusty żołądek wydłuża czas działania leku. W przypadku pojawienia się działań niepożądanych typu obrzęki, hiponatremia należy zmniejszyć ilość wypijanych płynów.  
Terapia desmopresyną wpływa na badania określające stężenie jonów potasu we krwi (może powodować hipokaliemię). Dodatkowo desmopresyna podnosi wartość stężenia enzymów wątrobowych we krwi - ALAT i ASPAT. Desmopresyna powoduje wzrost masy ciała.  
",https://www.doz.pl//leki/w276-Desmopresyna,
Detreomycyna,(Chloramfenikol),"W skojarzeniu z alkoholem może dojść do zaburzenia metabolizmu etanolu czyli reakcji disulfiramowej. Objawia się ona nudnościami, wymiotami, przyspieszonym biciem serca, nagłym zaczerwienieniem twarzy przebiegającym z uczuciem gorąca, niedociśnieniem, zawrotami głowy.
Chloramfenikol zaburza syntezę witaminy K, zatem u pacjentów przyjmujących  leki przeciwzakrzepowe, konieczne jest ścisłe monitorowanie czasu protrombinowego.
",https://www.doz.pl//leki/w193-Detreomycyna_Chloramfenikol,
Dezogestrel,Desogestrel,"Należy uwzględnić ryzyko wpływu dezogestrelu na wyniki badań labolatoryjnych (parametry czynności wątroby, tarczycy, nerek i nadnerczy, parametry metabolizmu węglowodanów, procesu krzepnięcia i fibrynolizy, a także na stężenie niektórych białek w surowicy).
Ziele dziurawca (Hypericum perforatum) może nasilać metabolizm wątrobowy dezogestrelu i zmniejszać skuteczność działania antykoncepcyjnego.
Jednoczesne stosowanie węgla leczniczego może obniżyć wchłanianie leku, a tym samym jego skuteczność.
",https://www.doz.pl//leki/w278-Dezogestrel,
DHEA,"(Prasteron,","Stosowanie DHEA w okresie ciąży jest przeciwwskazane ze względu na ryzyko zaburzonego rozwoju narządów moczowo-płciowych, wirylizacji płodów żeńskich.
",https://www.doz.pl//leki/w260-DHEA_Prasteron_Dehydroepiandrosteron,
Diazepam,Diazepam,"Tłusty pokarm może spowalniać i obniżać całkowite wchłanianie diazepamu z przewodu pokarmowego. W celu osiągnięcia maksymalnego efektu terapeutycznego oraz odpowiedniej szybkości działania zaleca się przyjmowanie substancji czynne w odstępie od posiłku lub na czczo. 
Przyjmowanie diazepamu podczas spożywania alkoholu lub w przypadku pacjentów z ostrym zatruciem alkoholowym jest niebezpieczne ze względu na zwiększenie ryzyko pojawienia się objawów niewydolności układu oddechowego w tym bezdechu. Istnieje również prawdopodobieństwo zaburzeń ze strony układu sercowo–naczyniowego. 
Sok grejpfrutowy może zmniejszać aktywność enzymu CYP3A4, powodując tym samym wzrost stężenia substancji czynnej w osoczu. Może dojść do nasilenia działania uspokajającego diazepamu, a w przypadku niektórych pacjentów do zwiększonego ryzyka wystąpienia działań niepożądanych. 
",https://www.doz.pl//leki/w279-Diazepam,
Dienogest,Dienogest,"Należy unikać spożywania soku grejpfrutowego podczas stosowania dienogestu, gdyż może dojść do zwiększenia stężenia leku we krwi i nasilenia wystąpienia działań niepożądanych. Posiłki wysokotłuszczowe nie wpływają na dostępność biologiczną substancji.
Ziele dziurawca (Hypericum perforatum) może wpływać na stężenie leku we krwi, zmniejszać jego skuteczność oraz nasilać działania niepożądane.
",https://www.doz.pl//leki/w281-Dienogest,
Difenhydramina,Diphenhydramine,"Nie należy łączyć difenhydraminy z alkoholem, ponieważ może potęgować działanie uspokajające oraz nasenne. 
Przed wykonywaniem testów alergicznych powinno się odstawić leczenie difenhydraminą przez okres nie mniej niż 72 godziny, ponieważ może dojść do uzyskania błędnego wyniku.
",https://www.doz.pl//leki/w282-Difenhydramina,
Difenoksylat,Diphenoxylate,"Alkohol może nasilać działanie difenoksylatu.
",https://www.doz.pl//leki/w283-Difenoksylat,
Digoksyna,Digoxin,"Digoksyna może wchodzić w interakcje z lekami ziołowymi zawierającymi wyciągi z dziurawca zwyczajnego (Hypericum perforatum). Może to skutkować zmniejszeniem stężenie digoksyny w surowicy. 
U pacjentów stosujących digoksynę mogą wystąpić zmiany w badaniu EKG, do których należą obniżenie, spłaszczenie, dwufazowość lub odwrócenie odcinka ST, a także skrócenie odstępu QT.
",https://www.doz.pl//leki/w284-Digoksyna,
Dihydroergokrystyna,Dihydroergocristine,"Nie należy łączyć dihydroergokrystyny i alkoholu ze względu na ryzyko nasilenia działania hamującego czynność ośrodkowego układu nerwowego.
",https://www.doz.pl//leki/w285-Dihydroergokrystyna,
Dihydroergotamina,Dihydroergotamine,"Sok grapefruitowy może zwiększać toksyczność dihydroergotaminy, gdyż spowalnia jej metabolizm w wątrobie.
",https://www.doz.pl//leki/w286-Dihydroergotamina,
Dihydrokodeina,Dihydrocodeine,"Przyjmowanie dihydrokodeiny podczas jednoczesnego spożywania alkoholu może nasilić depresyjny wpływ leku na ośrodkowy układ nerwowy.
",https://www.doz.pl//leki/w287-Dihydrokodeina,
Diklofenak,Diclofenac,"Diklofenak nie wywiera wpływu na zdolność prowadzenia pojazdów lub obsługiwanie maszyn. Jeśli jednak u pacjenta po zastosowaniu diklofenaku wystąpi senność, zawroty głowy czy zaburzenia widzenia nie powinien on prowadzić pojazdu i obsługiwać maszyn.
Jednoczesne stosowanie diklofenaku i preparatów zawierających żeń-szeń może spowodować zmniejszenie krzepliwości krwi, wydłużenie czasu gojenia wszelkich zranień, wystąpienie samoistnych siniaków i krwawień np. z nosa.
",https://www.doz.pl//leki/w1382-Diklofenak,
Diltiazem,Diltiazem,"Sok grejpfrutowy może wpływać hamująco na metabolizm leku, dlatego rekomenduje się unikanie spożywania soku w trakcie terapii diltiazemem.
Podczas jednoczesnego spożywania alkoholu może dojść do szybszego uwalniania diltiazemu z formulacji o przedłużonym uwalnianiu.
",https://www.doz.pl//leki/w289-Diltiazem,
Dimenhydrynat,Dimenhydrinate,"Dimenhydrynat nie wchodzi z interakcje z pożywieniem, zatem można zażywać go w trakcie lub niezależnie od przyjmowanych posiłków.
Alkohol nasila działanie dimenhydrynatu, powodując wzmożoną senność i zaburzenia mowy. U pacjentów obserwuje się również osłabienie koncentracji i koordynacji ruchowej.
Dimenhydrynat nie powinien by stosowany minimum przez trzy dni przed wykonaniem testów alergicznych ze względu na zaburzenie wyników i otrzymania ich jako fałszywie ujemnych.
",https://www.doz.pl//leki/w290-Dimenhydrynat,
Dimetynden,Dimetindene,"Dimetynden nasila działanie alkoholu na ośrodkowy układ nerwowy.
",https://www.doz.pl//leki/w292-Dimetynden,
Dinoproston,Dinoprostone,"Nie przeprowadzono badań dotyczących wpływu dinoprostonu na zdolność prowadzenia pojazdów i obsługę maszyn.
",https://www.doz.pl//leki/w293-Dinoproston,
Dinutuksymab,beta,"Podczas leczenia dinutuksymabem beta nie należy prowadzić pojazdów ani obsługiwać urządzeń mechanicznych, ponieważ lek ten wywiera silny wpływ na zdolność reakcji oraz może prowadzić do zaburzeń widzenia.
",https://www.doz.pl//leki/w294-Dinutuksymab_beta,
Diosmektyt,Diosmectite,"Diosmektyt posiada właściwości adsorpcyjne, przez co może zaburzać szybkość i/lub stopień wchłaniania innych leków. Z tego powoduje należy zachować minimum 2-godzinny odstęp między przyjmowaniem diosmektytu i innych leków.
",https://www.doz.pl//leki/w295-Diosmektyt,
Diosmina,Diosmin,"
        Działa niepożądane zostały podzielone ze względu na częstotliwość występowania u pacjentów. (Klasyfikacja MdDRA)
    
",https://www.doz.pl//leki/w296-Diosmina,
Distygmina,Distigmime,"Distygminę należy przyjmować rano na czczo, 30 minut przed śniadaniem. Pokarm utrudnia w znacznym stopniu wchłanianie distigminy.
",https://www.doz.pl//leki/w297-Distygmina,
Disulfiram,Disulfiram,"W trakcie terapii disulfiramem należy bezwzględnie wykluczyć wszystkie napoje i pokarmy zawierające alkohol.
Diaulfiram stosowany jest w leczeniu uzależnienia od alkoholu. Spożywanie alkoholu podczas stosowania disulfiramu jest przeciwwskazane i wiąże się z wystąpieniem silnej reakcji zwanej reakcją disulfiramową. 
",https://www.doz.pl//leki/w298-Disulfiram,
Dobutamina,Dobutamine,"Kofeina zwiększa ryzyko wystąpienia działań niepożądanych w połączeniu z dobutaminą.
Połączenie dobutaminy i medycznej marihuany zwiększa ryzyko tachykardii, podobnie działa nikotyna w połączeniu z opisywanym lekiem.
",https://www.doz.pl//leki/w300-Dobutamina,
Docetaksel,Docetaxel,"Docetakselu nie należy łączyć z sokiem grejpfrutowym, ponieważ może on spowodować wzrost stężenia leku we krwi. W konsekwencji może dojść do spadku komórek krwi, ponieważ docetaksel uszkadza szpik kostny. Może pojawić się anemia, nadmierne zmęczenie. Istnieje też większa podatność na infekcje, powstawanie siniaków, wybroczyn, czy krwawień. 
Podczas terapii docetakselem nie należy stosować wyciągów z dziurawca, ponieważ istnieje duże ryzyko, że będzie on osłabiał jego przeciwnowotworowe działanie.
",https://www.doz.pl//leki/w301-Docetaksel,
Dokozanol,Docosanol,"Należy unikać jednoczesnego stosowania dokozanolu z innymi substancjami leczniczymi i kosmetykami na te same miejsca, ze względu na brak przeprowadzonych badań dotyczących interakcji.
",https://www.doz.pl//leki/w302-Dokozanol,
Doksazosyna,Doxazosin,"Spożywanie alkoholu podczas leczenia doksazosyną może nasilić jej działania niepożądane związane z zaburzeniem koordynacji i równowagi.
",https://www.doz.pl//leki/w303-Doksazosyna,
Doksepina,Doxepin,"Przy równoczesnym stosowaniu doksepiny i spożywaniu etanolu może dojść do nasilonej reakcji na alkohol oraz pojawienia się nadmiernego uspokojenia i senności u pacjenta. Donoszono również o śmiertelnych przypadkach w przypadku łączenia leku z alkoholem.
",https://www.doz.pl//leki/w304-Doksepina,
